customerID,churn_probability,risk_tier,tenure,adoption_score,opportunity_value,health_score,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges
6572-ADKRS,0.5017043,Medium Risk,46,0.16666666666666666,66.77333180317656,47.41478621959686,Month-to-month,Fiber optic,Credit card (automatic),74.8,3548.3
5380-WJKOV,0.7552332,High Risk,34,0.6666666666666666,9.239118581732612,39.738338589668274,Month-to-month,Fiber optic,Electronic check,106.35,3549.25
8168-UQWWF,0.8540174,High Risk,11,0.5,20.382714003898286,21.882464488347374,Month-to-month,Fiber optic,Bank transfer (automatic),97.85,1105.4
8865-TNMNX,0.2536399,Low Risk,10,0.16666666666666666,69.85094063549555,44.81800317764282,One year,DSL,Mailed check,49.55,475.7
9489-DEDVP,0.10698586,Low Risk,70,0.5,43.35622480335017,83.81737331549326,Two year,DSL,Credit card (automatic),69.2,4872.35
9867-JCZSP,0.09924918,Low Risk,17,0.0,0.0,52.12087412675221,One year,No,Mailed check,20.75,418.25
4671-VJLCL,0.08466073,Low Risk,63,0.8333333333333334,23.041566545575932,88.68363122145335,Two year,DSL,Credit card (automatic),79.85,4861.45
4080-IIARD,0.50201106,Medium Risk,13,0.6666666666666666,37.26277080006059,43.649446964263916,Month-to-month,DSL,Electronic check,76.2,981.45
3714-NTNFO,0.68720067,High Risk,49,0.16666666666666666,57.95296951208529,39.3899667263031,Month-to-month,Fiber optic,Electronic check,84.5,3906.7
5948-UJZLF,0.64061457,High Risk,2,0.16666666666666666,69.85094063549555,22.13593820730845,Month-to-month,DSL,Mailed check,49.25,97.0
7760-OYPDY,0.8455601,High Risk,2,0.16666666666666666,57.64548480395888,11.888662974039713,Month-to-month,Fiber optic,Electronic check,80.65,144.15
7639-LIAYI,0.07418985,Low Risk,52,0.6666666666666666,25.364799676650335,81.2905079126358,Two year,DSL,Credit card (automatic),79.75,4217.8
2954-PIBKO,0.05840209,Low Risk,69,0.5,57.53421322144395,85.82989692687988,Two year,DSL,Credit card (automatic),64.15,4254.1
8012-SOUDQ,0.6937922,High Risk,43,0.3333333333333333,46.501889381793205,39.89372213681539,Month-to-month,Fiber optic,Electronic check,90.25,3838.75
9420-LOJKX,0.7773665,High Risk,15,0.6666666666666666,20.31465825777424,30.71500738461812,Month-to-month,Fiber optic,Credit card (automatic),99.1,1426.4
6575-SUVOI,0.30479896,Medium Risk,25,0.5,48.40636622222627,55.17671863238016,Month-to-month,DSL,Credit card (automatic),69.5,1752.65
7495-OOKFY,0.8191048,High Risk,8,0.16666666666666666,69.85094063549555,15.711427132288613,Month-to-month,Fiber optic,Credit card (automatic),80.65,633.3
4667-QONEA,0.18418984,Low Risk,60,0.8333333333333334,23.349051253702342,82.45717386404674,One year,DSL,Credit card (automatic),74.85,4456.35
1658-BYGOY,0.80833477,High Risk,18,0.3333333333333333,34.60391825838295,23.74992827574412,Month-to-month,Fiber optic,Electronic check,95.45,1752.55
8769-KKTPH,0.3448898,Medium Risk,63,0.5,31.458253679939915,69.00551199913025,One year,Fiber optic,Credit card (automatic),99.65,6311.2
5067-XJQFU,0.4211066,Medium Risk,66,0.8333333333333334,3.145664578443032,73.11133782068889,One year,Fiber optic,Electronic check,108.45,7076.35
3957-SQXML,0.063639544,Low Risk,34,0.0,0.0,60.98469058672586,Two year,No,Credit card (automatic),24.95,894.3
5954-BDFSG,0.12687127,Low Risk,72,0.6666666666666666,14.289260000608706,86.98976894219716,Two year,Fiber optic,Credit card (automatic),107.5,7853.7
0434-CSFON,0.73395544,High Risk,47,0.5,20.382714003898286,42.88556118806203,Month-to-month,Fiber optic,Electronic check,100.5,4707.1
1215-FIGMP,0.4331342,Medium Risk,60,0.3333333333333333,46.501889381793205,60.00995675722758,Month-to-month,Fiber optic,Bank transfer (automatic),89.9,5450.7
0526-SXDJP,0.055975527,Low Risk,72,0.5,52.484071802567854,87.20122218132019,Two year,DSL,Bank transfer (automatic),42.1,2962.0
0557-ASKVU,0.22894578,Low Risk,18,0.3333333333333333,60.67987779988698,52.71937708059947,One year,DSL,Credit card (automatic),54.4,957.1
5698-BQJOH,0.8233276,High Risk,9,0.3333333333333333,34.60391825838295,19.25028661886851,Month-to-month,Fiber optic,Electronic check,94.4,857.25
5122-CYFXA,0.65996826,High Risk,3,0.6666666666666666,17.366868832927693,31.584920485814415,Month-to-month,DSL,Electronic check,75.3,244.1
8627-ZYGSZ,0.36279193,Medium Risk,47,0.16666666666666666,69.85094063549555,54.77707187334696,One year,Fiber optic,Electronic check,78.9,3650.35
3410-YOQBQ,0.07075004,Low Risk,31,0.8333333333333334,3.145664578443032,76.04583044846854,Two year,DSL,Mailed check,79.2,2497.2
3170-NMYVV,0.053223144,Low Risk,50,0.0,0.0,68.17217667897542,Two year,No,Bank transfer (automatic),20.15,930.9
7410-OIEDU,0.6800308,High Risk,10,0.3333333333333333,63.62766722473353,26.83179219563802,Month-to-month,Fiber optic,Mailed check,79.85,887.35
2273-QCKXA,0.6269451,High Risk,1,0.16666666666666666,74.90108205437164,22.402746081352234,Month-to-month,DSL,Mailed check,49.05,49.05
0731-EBJQB,0.105712436,Low Risk,52,0.0,0.0,66.38104597727458,One year,No,Electronic check,20.4,1090.65
1891-QRQSA,0.25034449,Low Risk,64,0.8333333333333334,11.143595422165674,80.81610759099324,Two year,Fiber optic,Bank transfer (automatic),111.6,7099.0
8028-PNXHQ,0.046969067,Low Risk,62,0.0,0.0,73.48488052686055,Two year,No,Bank transfer (automatic),24.25,1424.6
5630-AHZIL,0.53053826,Medium Risk,3,0.5,48.71385093035268,34.723086953163154,Month-to-month,DSL,Bank transfer (automatic),64.5,177.4
2673-CXQEU,0.44101518,Medium Risk,56,0.8333333333333334,6.09345400328958,67.94924080371858,One year,Fiber optic,Electronic check,110.5,6139.5
6416-JNVRK,0.2251337,Low Risk,46,0.16666666666666666,57.95296951208529,61.243314146995544,One year,DSL,Credit card (automatic),55.65,2688.85
5590-ZSKRV,0.36059046,Medium Risk,8,0.3333333333333333,66.70527605705252,41.97047710418701,Month-to-month,DSL,Mailed check,54.65,482.25
0191-ZHSKZ,0.39286745,Medium Risk,30,0.6666666666666666,20.31465825777424,56.18996103604634,Month-to-month,DSL,Electronic check,74.75,2111.3
3887-PBQAO,0.11021276,Low Risk,45,0.0,0.0,63.239362835884094,One year,No,Credit card (automatic),25.9,1216.6
5919-TMRGD,0.9030978,High Risk,1,0.16666666666666666,57.64548480395888,8.595109581947327,Month-to-month,Fiber optic,Electronic check,79.35,79.35
8108-UXRQN,0.56029284,Medium Risk,11,0.5,31.458253679939915,36.56869133313497,Month-to-month,DSL,Electronic check,50.55,565.35
9191-MYQKX,0.7661157,High Risk,7,0.16666666666666666,66.77333180317656,17.94421374797821,Month-to-month,Fiber optic,Bank transfer (automatic),75.15,496.9
9919-YLNNG,0.56977785,Medium Risk,42,0.8333333333333334,3.145664578443032,55.67777434984844,Month-to-month,Fiber optic,Bank transfer (automatic),103.8,4327.5
0318-ZOPWS,0.05514675,Low Risk,49,0.0,0.0,67.65932897726694,Two year,No,Bank transfer (automatic),20.15,973.35
4445-ZJNMU,0.8601694,High Risk,9,0.5,23.460322836217273,20.74152946472168,Month-to-month,Fiber optic,Credit card (automatic),99.3,918.75
4808-YNLEU,0.14202076,Low Risk,35,0.3333333333333333,54.49982022551585,64.14896190166472,One year,DSL,Bank transfer (automatic),62.15,2215.45
1862-QRWPE,0.056462493,Low Risk,48,0.0,0.0,67.17687666416168,Two year,No,Bank transfer (automatic),20.65,1057.0
2796-NNUFI,0.05168813,Low Risk,46,0.0,0.0,66.5822599331538,Two year,No,Mailed check,19.95,927.1
3016-KSVCP,0.4309603,Medium Risk,29,0.16666666666666666,57.64548480395888,43.86865178743998,Month-to-month,DSL,Mailed check,33.75,1009.25
4767-HZZHQ,0.4852418,Medium Risk,30,0.3333333333333333,55.629736381010886,44.90457812945048,Month-to-month,Fiber optic,Bank transfer (automatic),82.05,2570.2
2424-WVHPL,0.7836847,High Risk,1,0.16666666666666666,74.90108205437164,14.565766453742981,Month-to-month,Fiber optic,Electronic check,74.7,74.7
7233-PAHHL,0.06795881,Low Risk,66,0.8333333333333334,11.143595422165674,90.7687250773112,Two year,DSL,Mailed check,84.0,5714.25
6067-NGCEU,0.38470656,Medium Risk,65,0.8333333333333334,6.09345400328958,74.51467216014862,Month-to-month,Fiber optic,Credit card (automatic),111.05,7107.0
9848-JQJTX,0.14554825,Low Risk,72,0.6666666666666666,9.239118581732612,86.05592211087544,Two year,Fiber optic,Bank transfer (automatic),100.9,7459.05
8637-XJIVR,0.77605426,High Risk,12,0.16666666666666666,77.84887147921819,19.530620177586872,Month-to-month,Fiber optic,Electronic check,78.95,927.35
9803-FTJCG,0.09328203,Low Risk,71,0.5,60.611822053762936,84.91923113663992,One year,DSL,Credit card (automatic),66.85,4748.7
0278-YXOOG,0.34037635,Medium Risk,5,0.0,0.0,35.064514478047684,Month-to-month,No,Mailed check,21.05,113.85
3212-KXOCR,0.059138894,Low Risk,52,0.0,0.0,68.70972196261089,Two year,No,Bank transfer (automatic),21.0,1107.2
4598-XLKNJ,0.77998143,High Risk,25,0.6666666666666666,9.239118581732612,34.75092828273773,Month-to-month,Fiber optic,Electronic check,98.5,2514.5
6380-ARCEH,0.5938612,Medium Risk,1,0.0,0.0,20.723605553309124,Month-to-month,No,Mailed check,20.2,20.2
3679-XASPY,0.540217,Medium Risk,1,0.0,0.0,23.40581754843394,Month-to-month,No,Electronic check,19.45,19.45
7123-WQUHX,0.20463118,Low Risk,38,0.5,37.33082654618464,65.60177286465962,One year,Fiber optic,Bank transfer (automatic),95.0,3605.6
5386-THSLQ,0.18407376,Low Risk,66,0.5,32.280685127308544,78.29631268978117,One year,DSL,Bank transfer (automatic),45.55,3027.25
3192-NQECA,0.42136642,Medium Risk,68,0.8333333333333334,3.145664578443032,73.93167734146118,Two year,Fiber optic,Bank transfer (automatic),110.0,7611.85
6180-YBIQI,0.57835734,Medium Risk,5,0.0,80.99453605766122,23.165466388066612,Month-to-month,DSL,Mailed check,24.3,100.2
6728-DKUCO,0.20526923,Low Risk,72,0.6666666666666666,20.31465825777424,83.06987245877583,One year,Fiber optic,Electronic check,104.15,7303.05
9750-BOOHV,0.16503523,Low Risk,32,0.16666666666666666,77.84887147921819,58.414904276529946,One year,DSL,Mailed check,30.15,927.65
8597-CWYHH,0.38071567,Medium Risk,43,0.3333333333333333,34.60391825838295,55.54754992326101,One year,Fiber optic,Mailed check,94.35,3921.3
2848-YXSMW,0.04781237,Low Risk,72,0.0,0.0,77.60938286781311,Two year,No,Credit card (automatic),19.4,1363.25
0486-HECZI,0.57627225,Medium Risk,55,0.5,43.35622480335017,54.10305420557657,Month-to-month,Fiber optic,Electronic check,96.75,5238.9
4549-ZDQYY,0.11633864,Low Risk,52,0.5,57.53421322144395,75.84973613421123,One year,DSL,Credit card (automatic),57.95,3042.25
5712-AHQNN,0.63138545,High Risk,43,0.5,32.280685127308544,46.347394386927284,Month-to-month,Fiber optic,Electronic check,91.65,3954.1
4846-WHAFZ,0.7032565,High Risk,37,0.0,80.99453605766122,30.253842274347942,Month-to-month,Fiber optic,Electronic check,76.5,2868.15
5256-SKJGO,0.1493142,Low Risk,64,0.6666666666666666,17.366868832927693,82.53429174423216,Two year,DSL,Electronic check,54.6,3423.5
3071-VBYPO,0.662497,High Risk,3,0.5,43.35622480335017,28.125150799751285,Month-to-month,Fiber optic,Electronic check,89.85,248.4
9560-BBZXK,0.080158845,Low Risk,36,0.16666666666666666,77.84887147921819,64.32539184888203,Two year,DSL,Bank transfer (automatic),31.05,1126.35
5299-RULOA,0.86008865,High Risk,10,0.5,31.458253679939915,21.16223434607188,Month-to-month,Fiber optic,Electronic check,100.25,1064.65
8402-OOOHJ,0.054086816,Low Risk,41,0.0,0.0,64.37899311383565,Two year,No,Mailed check,20.65,835.15
9445-ZUEQE,0.5257782,Medium Risk,27,0.3333333333333333,63.75748663220597,41.627757946650185,Month-to-month,Fiber optic,Credit card (automatic),85.2,2151.6
1091-SOZGA,0.43540633,Medium Risk,56,0.5,20.382714003898286,61.563016970952354,One year,Fiber optic,Credit card (automatic),99.8,5515.45
2928-HLDBA,0.2654781,Low Risk,6,0.0,0.0,39.22609329223633,Month-to-month,No,Mailed check,20.7,112.75
0404-SWRVG,0.85101104,High Risk,3,0.0,80.99453605766122,8.699448108673096,Month-to-month,Fiber optic,Electronic check,74.4,229.55
6497-TILVL,0.38324645,Medium Risk,7,0.16666666666666666,77.84887147921819,37.08767890930176,Month-to-month,DSL,Mailed check,50.7,350.35
7219-TLZHO,0.32057688,Medium Risk,4,0.0,0.0,35.63782135645548,Month-to-month,No,Mailed check,20.85,62.9
4622-YNKIJ,0.11488962,Low Risk,33,0.5,48.40636622222627,68.00551891326904,Two year,Fiber optic,Electronic check,88.95,3027.65
4412-YLTKF,0.727758,High Risk,27,0.16666666666666666,66.77333180317656,28.19543381532033,Month-to-month,Fiber optic,Electronic check,78.05,2135.5
6734-PSBAW,0.04176176,Low Risk,72,0.0,0.0,77.91191220283508,Two year,No,Bank transfer (automatic),23.55,1723.95
3930-ZGWVE,0.55759186,Medium Risk,1,0.0,0.0,22.537073890368145,Month-to-month,No,Mailed check,19.75,19.75
2639-UGMAZ,0.25198385,Low Risk,71,0.6666666666666666,20.31465825777424,80.31747261683147,One year,DSL,Electronic check,56.45,3985.35
2876-GZYZC,0.82339936,High Risk,13,0.16666666666666666,57.95296951208529,17.580031752586365,Month-to-month,Fiber optic,Electronic check,85.95,1215.65
6207-WIOLX,0.4013154,Medium Risk,25,0.8333333333333334,6.09345400328958,57.01756378014882,Month-to-month,DSL,Credit card (automatic),58.6,1502.65
8587-XYZSF,0.062022503,Low Risk,67,0.16666666666666666,74.90108205437164,78.14887464046478,Two year,DSL,Bank transfer (automatic),50.55,3260.1
3091-FYHKI,0.8340072,High Risk,1,0.16666666666666666,57.95296951208529,12.049639821052551,Month-to-month,DSL,Electronic check,35.45,35.45
2372-HWUHI,0.70862615,High Risk,2,0.0,80.99453605766122,15.402025779088339,Month-to-month,DSL,Electronic check,44.35,81.25
7799-LGRDP,0.07409882,Low Risk,43,0.0,0.0,64.21172539393108,Two year,No,Credit card (automatic),25.7,1188.2
7850-VWJUU,0.528346,Medium Risk,23,0.16666666666666666,77.84887147921819,36.499366561571755,Month-to-month,Fiber optic,Bank transfer (automatic),75.0,1778.5
3774-VBNXY,0.046490826,Low Risk,64,0.0,0.0,74.34212426344553,Two year,No,Mailed check,20.2,1277.75
6217-KDYWC,0.074234694,Low Risk,57,0.0,0.0,70.03826379776001,Two year,No,Mailed check,19.6,1170.55
0390-DCFDQ,0.87710184,High Risk,1,0.0,80.99453605766122,6.561574737230937,Month-to-month,Fiber optic,Mailed check,70.45,70.45
3146-MSEGF,0.056947622,Low Risk,72,1.0,0.0,97.1526175737381,Two year,DSL,Credit card (automatic),88.05,6425.65
4080-OGPJL,0.5212428,Medium Risk,8,0.5,48.71385093035268,37.27119346459706,Month-to-month,DSL,Electronic check,71.15,563.65
1095-WGNGG,0.14611419,Low Risk,61,0.5,23.460322836217273,78.11095813910165,Two year,Fiber optic,Bank transfer (automatic),101.05,5971.25
2636-SJDOU,0.1510829,Low Risk,64,0.3333333333333333,66.70527605705252,75.77918966611226,One year,Fiber optic,Credit card (automatic),84.3,5289.05
1131-QQZEB,0.04305153,Low Risk,71,0.0,0.0,77.43075629075369,Two year,No,Bank transfer (automatic),23.95,1756.2
5716-EZXZN,0.10390751,Low Risk,65,0.6666666666666666,37.26277080006059,85.22129038969675,Two year,Fiber optic,Credit card (automatic),99.05,6416.7
6837-BJYDQ,0.11195764,Low Risk,3,0.0,0.0,45.652116537094116,One year,No,Mailed check,19.6,61.35
2135-RXIHG,0.80729127,High Risk,1,0.0,80.99453605766122,10.052103201548258,Month-to-month,DSL,Electronic check,45.65,45.65
6440-DKQGE,0.15886247,Low Risk,30,0.5,32.280685127308544,64.55687642097473,One year,DSL,Credit card (automatic),64.5,1929.95
3466-BYAVD,0.38851207,Medium Risk,15,0.6666666666666666,26.494715832145374,50.15772958596547,Month-to-month,DSL,Mailed check,69.5,1071.4
3780-YVMFA,0.5616182,Medium Risk,8,0.5,28.510464255093368,35.252422889073685,Month-to-month,DSL,Electronic check,68.55,564.35
3874-EQOEP,0.83570695,High Risk,7,0.3333333333333333,34.60391825838295,17.797985871632893,Month-to-month,Fiber optic,Mailed check,95.0,655.5
1679-JRFBR,0.2969463,Low Risk,70,0.8333333333333334,6.09345400328958,80.98601897557576,One year,Fiber optic,Credit card (automatic),108.15,7930.55
9073-ZZIAY,0.07261504,Low Risk,62,1.0,0.0,92.20258196194966,Two year,DSL,Electronic check,86.1,5215.25
3077-RSNTJ,0.25828397,Low Risk,6,0.0,0.0,39.58580136299133,Month-to-month,No,Mailed check,19.7,113.5
6551-GNYDG,0.7282679,High Risk,14,0.16666666666666666,57.95296951208529,22.753271261850994,Month-to-month,Fiber optic,Bank transfer (automatic),80.9,1152.8
9167-APMXZ,0.6470412,High Risk,22,0.16666666666666666,57.64548480395888,30.147939920425415,Month-to-month,Fiber optic,Bank transfer (automatic),84.15,1821.95
2749-CTKAJ,0.086006865,Low Risk,22,0.0,0.0,54.86632267634074,One year,No,Mailed check,20.15,419.9
6371-NZYEG,0.072122514,Low Risk,16,0.5,40.278615971031186,63.06054095427195,Two year,DSL,Mailed check,64.25,1024.0
7554-NEWDD,0.0849558,Low Risk,10,0.0,0.0,49.918876091639206,Two year,No,Bank transfer (automatic),25.7,251.6
8992-VONJD,0.5064121,Medium Risk,13,0.3333333333333333,66.70527605705252,36.76272888978322,Month-to-month,DSL,Electronic check,56.0,764.55
0867-MKZVY,0.6425079,High Risk,20,0.16666666666666666,77.84887147921819,29.541271130243935,Month-to-month,Fiber optic,Electronic check,82.4,1592.35
4482-EWFMI,0.8108038,High Risk,2,0.0,80.99453605766122,10.293144782384237,Month-to-month,Fiber optic,Electronic check,69.7,135.2
4648-YPBTM,0.06373623,Low Risk,53,0.6666666666666666,26.494715832145374,82.22985665003458,Two year,DSL,Bank transfer (automatic),73.9,3958.25
2907-ILJBN,0.15599112,Low Risk,11,0.0,0.0,46.78377648194631,One year,No,Mailed check,20.6,233.9
6345-FZOQH,0.042938717,Low Risk,69,0.0,0.0,76.60306453704834,Two year,No,Mailed check,19.9,1363.45
3376-BMGFE,0.7894596,High Risk,4,0.0,80.99453605766122,12.193687359491983,Month-to-month,Fiber optic,Bank transfer (automatic),70.9,273.0
5997-OPVFA,0.03985276,Low Risk,72,1.0,0.0,98.0073630809784,Two year,DSL,Bank transfer (automatic),89.05,6254.45
3445-HXXGF,0.55293226,Medium Risk,58,0.5,32.588169835434954,56.52005354563395,Month-to-month,DSL,Electronic check,45.3,2651.2
1159-WFSGR,0.28131065,Low Risk,16,0.0,0.0,42.6011327902476,Month-to-month,No,Electronic check,20.4,321.4
7654-YWJUF,0.1871329,Low Risk,43,0.5,57.53421322144395,68.56002191702525,One year,Fiber optic,Bank transfer (automatic),84.25,3539.25
1875-QIVME,0.88212556,High Risk,2,0.6666666666666666,14.289260000608706,20.060388843218487,Month-to-month,Fiber optic,Electronic check,104.4,242.8
6727-IOTLZ,0.06884634,Low Risk,14,0.8333333333333334,3.145664578443032,69.05768275260927,Two year,DSL,Mailed check,81.95,1181.75
0691-JVSYA,0.40173078,Medium Risk,53,0.5,20.382714003898286,61.996794541676834,One year,Fiber optic,Bank transfer (automatic),94.85,5000.2
5918-VUKWP,0.07541919,Low Risk,32,0.0,0.0,59.56237395604451,One year,No,Bank transfer (automatic),20.55,654.55
1744-JHKYS,0.19655952,Low Risk,34,0.0,0.0,54.33868924776712,Month-to-month,No,Electronic check,24.7,780.2
2656-FMOKZ,0.7254803,High Risk,15,0.0,80.99453605766122,19.9759840965271,Month-to-month,Fiber optic,Mailed check,74.45,1145.7
2070-FNEXE,0.6628963,High Risk,7,0.16666666666666666,77.84887147921819,23.105186223983765,Month-to-month,Fiber optic,Bank transfer (automatic),76.45,503.6
5947-SGKCL,0.75452876,High Risk,15,0.6666666666666666,9.239118581732612,31.85689528783162,Month-to-month,Fiber optic,Bank transfer (automatic),105.35,1559.25
3712-PKXZA,0.07444246,Low Risk,61,0.0,0.0,71.69454435507457,One year,No,Credit card (automatic),20.55,1252.0
6317-YPKDH,0.70155615,High Risk,1,0.16666666666666666,69.85094063549555,18.672192692756653,Month-to-month,DSL,Bank transfer (automatic),29.95,29.95
6582-OIVSP,0.69399387,High Risk,1,0.0,80.99453605766122,15.716973344484966,Month-to-month,DSL,Mailed check,45.3,45.3
9367-WXLCH,0.8032845,High Risk,8,0.16666666666666666,57.95296951208529,16.50244037310282,Month-to-month,Fiber optic,Bank transfer (automatic),84.5,662.65
5524-KHNJP,0.24248081,Low Risk,33,0.6666666666666666,17.237049425455254,64.95929261048634,One year,DSL,Credit card (automatic),74.75,2453.3
1918-ZBFQJ,0.7958506,High Risk,13,0.3333333333333333,55.629736381010886,22.290804584821068,Month-to-month,Fiber optic,Electronic check,79.25,1111.65
1024-GUALD,0.8111927,High Risk,1,0.0,80.99453605766122,9.857032100359598,Month-to-month,DSL,Electronic check,24.8,24.8
4827-USJHP,0.40269488,Medium Risk,20,0.16666666666666666,69.85094063549555,41.53192261854807,Month-to-month,DSL,Mailed check,51.8,1023.85
8167-GJLRN,0.65229565,High Risk,3,0.16666666666666666,74.90108205437164,21.96855088075002,Month-to-month,DSL,Electronic check,30.4,82.15
0956-SYCWG,0.1346109,Low Risk,13,0.0,0.0,48.68612209955851,One year,No,Electronic check,19.65,244.8
8017-UVSZU,0.29663026,Low Risk,40,0.16666666666666666,69.85094063549555,55.16848683357238,Month-to-month,DSL,Credit card (automatic),56.6,2379.1
7100-FQPRV,0.2565718,Low Risk,43,0.5,48.71385093035268,65.0880781809489,One year,DSL,Credit card (automatic),71.9,3173.35
2472-OVKUP,0.84368634,High Risk,6,0.5,32.588169835434954,20.315682888031006,Month-to-month,Fiber optic,Electronic check,91.0,531.0
2984-RGEYA,0.050226267,Low Risk,69,0.0,0.0,76.23868644237518,Two year,No,Bank transfer (automatic),19.75,1375.4
9680-NIAUV,0.054810192,Low Risk,72,0.8333333333333334,6.09345400328958,93.9261583487193,Two year,Fiber optic,Credit card (automatic),109.7,8129.3
